Customer ID,Quantity,SalesAmount,SalesAmountDecile,SalesAmountBanded,Number_Invoices,Number_Invoices Dates,InvoiceDatemin,InvoiceDatemax
12390.0,353,549.8399999999999,7,501-1000,1,1,2011-09-21 09:33:00,2011-09-21 09:33:00
12391.0,1212,2747.8199999999943,3,"1,001-5,000",7,7,2010-02-15 10:12:00,2011-11-18 12:07:00
12392.0,73,234.75000000000003,9,0-500,1,1,2010-04-27 14:04:00,2010-04-27 14:04:00
12393.0,1305,2376.7499999999995,3,"1,001-5,000",7,7,2010-10-07 13:49:00,2011-09-28 15:41:00
12394.0,819,1272.48,4,"1,001-5,000",2,2,2011-05-06 14:01:00,2011-10-07 08:08:00
12395.0,3728,5046.919999999996,2,"5,000-10,000",18,18,2010-04-16 10:16:00,2011-11-24 12:20:00
12396.0,591,931.4300000000006,5,501-1000,1,1,2010-02-03 13:22:00,2010-02-03 13:22:00
12397.0,1263,2409.9000000000005,3,"1,001-5,000",2,2,2011-07-27 14:21:00,2011-11-04 09:52:00
12398.0,1394,1635.6599999999999,4,"1,001-5,000",1,1,2011-10-25 10:27:00,2011-10-25 10:27:00
12399.0,2198,1962.3000000000013,3,"1,001-5,000",7,7,2010-03-05 08:45:00,2011-08-12 13:15:00
12400.0,91,205.25,9,0-500,1,1,2010-10-21 13:45:00,2010-10-21 13:45:00
12401.0,11,84.3,10,0-500,1,1,2011-02-09 13:50:00,2011-02-09 13:50:00
12402.0,583,1244.1500000000003,4,"1,001-5,000",7,7,2010-02-07 12:41:00,2011-01-20 13:49:00
12403.0,259,1001.36,5,"1,001-5,000",3,3,2010-07-06 11:39:00,2011-10-21 11:00:00
12404.0,1,63.24,10,0-500,1,1,2010-01-26 16:25:00,2010-01-26 16:25:00
12405.0,857,1710.3900000000006,4,"1,001-5,000",1,1,2011-07-14 08:52:00,2011-07-14 08:52:00
12406.0,3383,6072.209999999998,1,"5,000-10,000",7,7,2010-01-11 14:04:00,2011-11-17 19:22:00
12407.0,1416,1708.1199999999997,4,"1,001-5,000",5,5,2011-03-20 13:21:00,2011-10-21 10:11:00
12408.0,2186,4279.640000000002,2,"1,001-5,000",14,14,2010-07-29 13:27:00,2011-11-07 12:30:00
12409.0,13027,23090.46999999999,1,"20,000-50,000",13,12,2010-05-23 15:21:00,2011-09-22 10:38:00
12410.0,339,1001.4599999999999,5,"1,001-5,000",4,4,2010-07-25 13:26:00,2011-02-11 15:47:00
12411.0,138,346.9,8,0-500,1,1,2010-10-26 09:25:00,2010-10-26 09:25:00
12412.0,1991,2581.0300000000016,3,"1,001-5,000",8,8,2010-06-18 13:22:00,2011-09-26 10:16:00
12413.0,315,935.4999999999998,5,501-1000,6,6,2010-11-02 13:26:00,2011-10-04 09:00:00
12414.0,301,692.41,6,501-1000,8,8,2010-09-02 12:22:00,2011-05-06 14:51:00
12415.0,91315,143269.28999999978,1,"100,001-200,000",33,32,2010-06-30 08:30:00,2011-11-15 14:22:00
12416.0,132,202.56,9,0-500,1,1,2010-02-21 10:19:00,2010-02-21 10:19:00
12417.0,2724,6390.61,1,"5,000-10,000",25,25,2010-01-08 10:43:00,2011-12-06 14:52:00
12418.0,1087,2016.9500000000003,3,"1,001-5,000",5,5,2010-03-19 14:47:00,2011-08-19 11:08:00
12419.0,231,503.01,7,501-1000,2,2,2010-10-22 10:40:00,2010-11-19 10:04:00
12420.0,345,600.3900000000001,6,501-1000,1,1,2011-10-07 08:55:00,2011-10-07 08:55:00
12421.0,647,1092.83,5,"1,001-5,000",8,8,2010-07-22 13:57:00,2011-11-24 09:07:00
12422.0,2531,4044.3499999999985,2,"1,001-5,000",20,19,2010-02-14 11:15:00,2011-09-05 09:48:00
12423.0,1781,2612.1899999999987,3,"1,001-5,000",11,11,2010-08-31 09:31:00,2011-12-09 10:10:00
12424.0,2022,3314.53,2,"1,001-5,000",5,4,2010-06-04 09:59:00,2011-06-30 12:06:00
12425.0,1103,1680.8099999999995,4,"1,001-5,000",3,3,2010-09-17 14:10:00,2011-09-22 17:31:00
12426.0,577,1311.4100000000003,4,"1,001-5,000",3,3,2010-02-15 08:41:00,2011-05-29 12:26:00
12427.0,315,1011.8700000000001,5,"1,001-5,000",5,5,2010-12-03 10:44:00,2011-11-28 10:48:00
12428.0,3503,7877.200000000004,1,"5,000-10,000",12,12,2011-03-01 09:33:00,2011-11-14 08:22:00
12429.0,3224,7435.509999999997,1,"5,000-10,000",9,9,2010-06-11 13:28:00,2011-11-30 17:22:00
12430.0,117,256.4,9,0-500,1,1,2011-10-27 15:09:00,2011-10-27 15:09:00
12431.0,4661,10719.409999999989,1,"10,000-20,000",33,33,2010-01-15 09:04:00,2011-11-04 11:55:00
12432.0,1801,5059.3200000000015,2,"5,000-10,000",5,5,2011-06-20 13:27:00,2011-10-28 11:43:00
12433.0,17115,20428.86000000001,1,"20,000-50,000",11,11,2010-08-20 09:23:00,2011-12-09 10:02:00
12434.0,511,1062.4799999999996,5,"1,001-5,000",5,5,2010-11-23 13:38:00,2011-09-16 12:38:00
12435.0,4478,12917.930000000006,1,"10,000-20,000",5,5,2010-03-12 14:50:00,2011-09-21 09:06:00
12436.0,211,509.01000000000005,7,501-1000,1,1,2011-09-01 12:09:00,2011-09-01 12:09:00
12437.0,7698,11935.470000000003,1,"10,000-20,000",44,44,2010-01-19 14:16:00,2011-12-08 11:35:00
12438.0,1180,2906.8500000000004,2,"1,001-5,000",2,2,2011-07-22 13:29:00,2011-11-25 13:28:00
12439.0,32,76.52000000000001,10,0-500,1,1,2010-01-26 12:11:00,2010-01-26 12:11:00
12440.0,53,199.64000000000001,9,0-500,2,2,2010-09-03 13:11:00,2010-09-08 15:57:00
12441.0,242,347.09999999999997,8,0-500,1,1,2010-12-08 10:45:00,2010-12-08 10:45:00
12442.0,182,172.06,9,0-500,1,1,2011-12-06 14:22:00,2011-12-06 14:22:00
12444.0,1155,5005.46,2,"5,000-10,000",5,5,2011-06-21 14:00:00,2011-11-18 13:23:00
12445.0,204,426.47999999999996,7,0-500,3,3,2010-10-15 12:28:00,2011-11-17 18:43:00
12446.0,352,1002.3099999999998,5,"1,001-5,000",1,1,2011-10-13 12:50:00,2011-10-13 12:50:00
12447.0,190,476.49,7,0-500,1,1,2011-04-10 13:25:00,2011-04-10 13:25:00
12448.0,243,449.4500000000001,7,0-500,1,1,2011-10-26 13:46:00,2011-10-26 13:46:00
12449.0,2282,4835.889999999999,2,"1,001-5,000",6,6,2010-09-27 09:37:00,2011-11-17 13:46:00
12450.0,435,666.9499999999999,6,501-1000,7,7,2010-08-22 13:11:00,2011-07-06 14:41:00
12451.0,9226,12546.52999999999,1,"10,000-20,000",10,10,2010-06-28 12:58:00,2011-11-29 08:40:00
12452.0,183,428.57000000000005,7,0-500,3,3,2011-11-23 08:05:00,2011-11-23 10:28:00
12453.0,473,707.0899999999999,6,501-1000,1,1,2011-07-28 14:08:00,2011-07-28 14:08:00
12454.0,2232,4292.709999999999,2,"1,001-5,000",9,9,2010-01-26 16:24:00,2011-10-17 15:07:00
12455.0,2785,4243.5199999999995,2,"1,001-5,000",9,9,2010-03-23 10:30:00,2011-09-27 15:31:00
12456.0,1616,3153.889999999998,2,"1,001-5,000",4,4,2011-03-30 09:12:00,2011-10-26 14:41:00
12457.0,938,2472.3099999999995,3,"1,001-5,000",14,13,2010-09-30 17:59:00,2011-10-12 13:46:00
12458.0,986,1777.4900000000002,3,"1,001-5,000",4,4,2010-08-09 10:33:00,2011-09-29 15:25:00
12459.0,258,454.3599999999999,7,0-500,1,1,2010-04-13 14:53:00,2010-04-13 14:53:00
12460.0,170,326.65,8,0-500,1,1,2010-09-09 13:51:00,2010-09-09 13:51:00
12461.0,287,826.8800000000001,6,501-1000,2,2,2011-07-08 10:23:00,2011-09-06 16:57:00
12462.0,514,1124.0099999999998,5,"1,001-5,000",4,4,2011-02-09 14:44:00,2011-12-07 14:02:00
12463.0,757,1303.6299999999997,4,"1,001-5,000",7,7,2011-04-12 12:47:00,2011-10-24 13:43:00
12464.0,112,1212.0499999999997,4,"1,001-5,000",8,8,2011-02-03 13:30:00,2011-11-29 13:33:00
12465.0,475,733.8900000000001,6,501-1000,3,3,2011-06-23 13:37:00,2011-12-02 11:34:00
12466.0,1,56.73,10,0-500,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00
12467.0,0,-2.1316282072803006e-14,10,Under Zero,2,2,2010-10-12 15:41:00,2010-11-18 15:53:00
12468.0,2184,3624.550000000001,2,"1,001-5,000",10,10,2010-01-19 12:13:00,2011-07-19 13:42:00
12469.0,2552,3070.539999999998,2,"1,001-5,000",2,2,2010-06-21 10:30:00,2010-07-05 12:40:00
12470.0,95,211.95000000000002,9,0-500,1,1,2010-01-19 11:01:00,2010-01-19 11:01:00
12471.0,15059,34799.939999999966,1,"20,000-50,000",117,116,2010-01-07 11:00:00,2011-12-07 15:43:00
12472.0,10068,15776.790000000008,1,"10,000-20,000",34,34,2010-02-08 10:34:00,2011-11-09 11:33:00
12473.0,2363,2848.2299999999996,2,"1,001-5,000",9,9,2011-06-01 10:15:00,2011-11-10 13:48:00
12474.0,7797,11966.449999999999,1,"10,000-20,000",54,54,2010-02-11 09:41:00,2011-11-22 14:39:00
12475.0,771,1149.64,5,"1,001-5,000",2,2,2010-10-26 08:49:00,2011-10-17 10:10:00
12476.0,5549,13715.61999999998,1,"10,000-20,000",38,38,2010-07-26 09:04:00,2011-12-08 14:08:00
12477.0,6086,20173.639999999996,1,"20,000-50,000",12,12,2010-03-26 14:01:00,2011-11-17 09:51:00
12478.0,236,680.9900000000002,6,501-1000,1,1,2011-12-06 09:56:00,2011-12-06 09:56:00
12479.0,351,477.30000000000007,7,0-500,3,3,2011-11-28 13:26:00,2011-12-06 09:25:00
12480.0,2947,5435.100000000001,1,"5,000-10,000",8,8,2010-07-20 13:21:00,2011-11-11 14:52:00
12481.0,7115,12217.02999999999,1,"10,000-20,000",18,18,2010-04-11 13:10:00,2011-11-17 08:29:00
12482.0,27039,21893.529999999984,1,"20,000-50,000",32,30,2010-02-24 10:24:00,2010-09-16 12:20:00
12483.0,2145,4846.869999999998,2,"1,001-5,000",27,27,2010-01-31 13:28:00,2011-11-22 17:03:00
12484.0,3262,6307.200000000001,1,"5,000-10,000",15,15,2010-01-27 16:41:00,2011-11-07 11:37:00
12485.0,414,708.0999999999999,6,501-1000,1,1,2010-06-28 15:22:00,2010-06-28 15:22:00
12486.0,523,1037.2800000000002,5,"1,001-5,000",1,1,2010-10-04 12:14:00,2010-10-04 12:14:00
12488.0,529,1298.6599999999999,4,"1,001-5,000",3,3,2011-09-25 10:34:00,2011-11-30 08:50:00
12489.0,105,334.92999999999995,8,0-500,1,1,2011-01-07 13:13:00,2011-01-07 13:13:00
12490.0,5460,9214.700000000003,1,"5,000-10,000",21,21,2010-01-31 13:05:00,2011-12-04 16:07:00
12491.0,260,460.4000000000001,7,0-500,1,1,2011-11-01 12:18:00,2011-11-01 12:18:00
12492.0,444,715.2100000000002,6,501-1000,3,3,2010-11-01 14:58:00,2011-10-07 15:15:00
12493.0,206,416.79,7,0-500,3,3,2011-05-26 14:53:00,2011-06-27 10:17:00
12494.0,961,1743.5200000000007,4,"1,001-5,000",17,16,2010-05-12 13:52:00,2011-11-30 09:21:00
12495.0,126,323.4,8,0-500,2,2,2010-03-09 10:53:00,2010-03-15 10:20:00
12496.0,33,54.09,10,0-500,2,2,2010-03-29 13:57:00,2010-03-29 14:06:00
12497.0,5684,6211.75,1,"5,000-10,000",4,4,2010-01-26 17:21:00,2011-09-19 12:29:00
12498.0,159,403.7,7,0-500,3,3,2011-10-13 09:30:00,2011-11-18 12:53:00
12499.0,302,393.71999999999997,7,0-500,1,1,2010-05-28 15:12:00,2010-05-28 15:12:00
12500.0,3360,5872.310000000002,1,"5,000-10,000",25,25,2010-02-04 15:05:00,2011-11-16 16:20:00
12501.0,1722,2089.68,3,"1,001-5,000",2,2,2011-01-07 12:28:00,2011-01-28 13:54:00
12502.0,820,3723.87,2,"1,001-5,000",5,5,2011-02-03 10:41:00,2011-09-05 11:52:00
12503.0,560,0.0,10,Under Zero,2,2,2010-05-04 13:59:00,2011-01-06 11:51:00
12504.0,419,411.0,7,0-500,6,6,2010-04-22 10:24:00,2011-11-21 16:02:00
12505.0,313,908.0000000000001,5,501-1000,3,3,2010-10-27 09:18:00,2011-02-11 13:39:00
12506.0,23,73.50000000000003,10,0-500,1,1,2011-04-21 08:54:00,2011-04-21 08:54:00
12507.0,1256,1797.3100000000002,3,"1,001-5,000",5,5,2010-05-04 09:23:00,2011-07-28 17:09:00
12508.0,272,398.27000000000004,7,0-500,2,2,2011-11-10 16:27:00,2011-11-13 15:37:00
12509.0,55,176.5,9,0-500,1,1,2011-02-28 14:45:00,2011-02-28 14:45:00
12510.0,1515,3281.4499999999994,2,"1,001-5,000",14,14,2010-01-11 11:57:00,2011-07-20 10:15:00
12511.0,1748,3065.770000000001,2,"1,001-5,000",2,2,2010-10-07 10:39:00,2010-10-21 10:58:00
12512.0,99,138.03000000000006,10,0-500,2,2,2011-10-04 14:53:00,2011-10-04 14:55:00
12513.0,456,586.7900000000001,6,501-1000,2,2,2011-08-19 10:51:00,2011-09-16 12:45:00
12514.0,840,1597.7600000000002,4,"1,001-5,000",2,2,2010-03-08 12:18:00,2011-03-17 16:38:00
12515.0,131,383.7,8,0-500,1,1,2010-12-21 15:43:00,2010-12-21 15:43:00
12516.0,1952,2648.62,3,"1,001-5,000",4,4,2010-04-19 14:14:00,2011-09-23 09:13:00
12517.0,1348,2464.8899999999994,3,"1,001-5,000",6,6,2011-06-02 15:13:00,2011-11-11 14:04:00
12518.0,1318,2056.8899999999994,3,"1,001-5,000",5,5,2011-08-21 13:18:00,2011-12-09 10:13:00
12519.0,388,695.19,6,501-1000,3,3,2010-08-20 08:21:00,2011-10-07 09:26:00
12520.0,1430,2582.5099999999998,3,"1,001-5,000",6,6,2011-03-11 11:35:00,2011-09-21 15:23:00
12521.0,309,599.6800000000001,6,501-1000,1,1,2011-07-20 10:51:00,2011-07-20 10:51:00
12522.0,194,192.72000000000003,9,0-500,2,2,2011-10-19 14:41:00,2011-10-31 15:30:00
12523.0,2188,4175.240000000001,2,"1,001-5,000",28,28,2010-02-09 12:38:00,2011-12-08 11:46:00
12524.0,7173,11091.359999999993,1,"10,000-20,000",18,18,2010-02-08 14:41:00,2011-11-30 15:31:00
12525.0,492,880.9299999999995,5,501-1000,7,7,2010-03-02 14:01:00,2010-08-05 18:09:00
12526.0,632,1316.6600000000005,4,"1,001-5,000",3,3,2011-09-06 14:19:00,2011-12-09 12:09:00
12527.0,526,735.5100000000001,6,501-1000,5,5,2010-06-28 15:37:00,2011-09-19 11:55:00
12528.0,750,1922.2800000000009,3,"1,001-5,000",8,8,2011-01-31 09:05:00,2011-11-30 14:40:00
12529.0,190,311.78,8,0-500,2,2,2010-06-29 13:10:00,2010-07-05 09:35:00
12530.0,2698,3689.8600000000006,2,"1,001-5,000",12,12,2010-03-07 14:37:00,2011-10-11 12:34:00
12531.0,1104,1899.0499999999997,3,"1,001-5,000",3,3,2010-01-22 14:17:00,2011-11-25 11:12:00
12532.0,153,349.83,8,0-500,1,1,2011-11-09 13:47:00,2011-11-09 13:47:00
12533.0,102,250.47000000000008,9,0-500,3,3,2010-01-11 11:57:00,2010-03-31 10:24:00
12534.0,651,1089.18,5,"1,001-5,000",1,1,2011-08-01 10:26:00,2011-08-01 10:26:00
12535.0,219,716.3500000000001,6,501-1000,2,2,2011-06-06 12:47:00,2011-09-09 08:48:00
12536.0,2652,4106.820000000003,2,"1,001-5,000",5,5,2011-10-11 14:52:00,2011-12-02 12:43:00
12537.0,449,732.9399999999998,6,501-1000,1,1,2010-10-27 08:36:00,2010-10-27 08:36:00
12538.0,336,640.4499999999999,6,501-1000,2,2,2010-11-26 13:02:00,2011-11-10 17:16:00
12539.0,2406,4349.839999999996,2,"1,001-5,000",6,6,2010-09-15 09:50:00,2011-11-17 13:30:00
12540.0,10938,21694.69000000004,1,"20,000-50,000",35,35,2010-01-10 11:27:00,2011-11-20 11:31:00
12541.0,680,981.1800000000002,5,501-1000,3,3,2011-03-04 09:32:00,2011-11-10 10:40:00
12542.0,514,423.37999999999994,7,0-500,4,4,2010-03-09 16:26:00,2010-08-12 19:12:00
12543.0,688,980.2500000000002,5,501-1000,1,1,2010-09-17 15:51:00,2010-09-17 15:51:00
12544.0,132,355.7,8,0-500,2,2,2011-11-03 16:15:00,2011-11-10 11:12:00
12545.0,523,1000.3899999999999,5,"1,001-5,000",2,2,2011-03-25 12:04:00,2011-09-25 13:39:00
12546.0,617,1141.5,5,"1,001-5,000",3,3,2011-09-23 09:44:00,2011-10-24 12:09:00
12547.0,309,383.5799999999999,8,0-500,3,3,2010-07-27 13:55:00,2011-05-26 12:38:00
12548.0,49,95.19999999999999,10,0-500,1,1,2011-06-26 15:35:00,2011-06-26 15:35:00
12549.0,1366,1575.6799999999998,4,"1,001-5,000",6,6,2010-01-11 12:29:00,2010-05-13 12:05:00
12550.0,569,964.8299999999994,5,501-1000,1,1,2011-09-21 14:35:00,2011-09-21 14:35:00
12551.0,100,168.0,9,0-500,1,1,2010-12-17 11:23:00,2010-12-17 11:23:00
12552.0,88,437.81999999999994,7,0-500,2,2,2011-10-31 12:11:00,2011-11-01 10:02:00
12553.0,2282,4548.820000000003,2,"1,001-5,000",17,17,2010-10-12 13:35:00,2011-12-01 16:38:00
12554.0,240,468.49999999999994,7,0-500,1,1,2010-09-17 12:29:00,2010-09-17 12:29:00
12555.0,1,129.23,10,0-500,1,1,2010-01-26 16:26:00,2010-01-26 16:26:00
12556.0,358,603.7099999999997,6,501-1000,2,2,2011-07-11 13:35:00,2011-10-20 13:06:00
12557.0,6206,16763.5,1,"10,000-20,000",7,7,2010-06-11 15:07:00,2011-11-23 16:59:00
12558.0,0,2.6645352591003757e-14,10,0-500,2,2,2011-12-02 10:41:00,2011-12-08 10:14:00
12559.0,281,536.2099999999999,7,501-1000,3,3,2011-01-24 10:12:00,2011-02-02 09:49:00
12560.0,1078,2101.3900000000003,3,"1,001-5,000",4,4,2011-07-19 15:55:00,2011-12-04 13:54:00
12561.0,177,238.85,9,0-500,1,1,2011-02-10 11:39:00,2011-02-10 11:39:00
12562.0,2327,4966.920000000003,2,"1,001-5,000",9,9,2010-09-30 13:13:00,2011-12-01 17:20:00
12563.0,113,249.24,9,0-500,1,1,2010-10-27 09:52:00,2010-10-27 09:52:00
12564.0,133,456.9000000000001,7,0-500,1,1,2011-03-23 14:55:00,2011-03-23 14:55:00
12565.0,75,131.17,10,0-500,2,2,2011-02-24 10:34:00,2011-03-03 11:43:00
12566.0,264,346.70000000000005,8,0-500,2,2,2011-09-14 14:30:00,2011-09-28 09:57:00
12567.0,5864,13393.81999999999,1,"10,000-20,000",17,17,2010-02-11 10:30:00,2011-11-17 11:02:00
12568.0,48,70.0,10,0-500,1,1,2010-03-05 09:15:00,2010-03-05 09:15:00
12569.0,1793,4064.989999999999,2,"1,001-5,000",35,33,2011-04-01 13:47:00,2011-12-07 16:24:00
12570.0,1,77.52,10,0-500,1,1,2010-01-26 17:28:00,2010-01-26 17:28:00
12571.0,523,519.6099999999999,7,501-1000,2,2,2011-08-10 12:35:00,2011-10-31 10:19:00
12572.0,450,1004.7200000000003,5,"1,001-5,000",3,3,2011-10-19 08:20:00,2011-12-01 09:20:00
12573.0,479,717.4100000000001,6,501-1000,5,5,2010-08-31 17:25:00,2011-04-26 15:52:00
12574.0,61,218.45000000000002,9,0-500,1,1,2011-01-28 09:20:00,2011-01-28 09:20:00
12575.0,315,622.8199999999999,6,501-1000,2,2,2010-07-01 09:15:00,2010-09-08 13:09:00
12576.0,1479,2083.870000000001,3,"1,001-5,000",11,12,2010-07-01 13:46:00,2011-11-04 10:11:00
12577.0,1112,1380.8000000000002,4,"1,001-5,000",8,8,2010-10-26 12:22:00,2011-11-04 13:28:00
12578.0,2334,4572.449999999999,2,"1,001-5,000",7,7,2010-09-22 11:19:00,2011-11-18 13:30:00
12579.0,278,410.71999999999997,7,0-500,3,3,2011-09-22 17:15:00,2011-09-27 13:57:00
12580.0,569,1052.9,5,"1,001-5,000",2,2,2010-05-12 11:45:00,2011-04-07 10:24:00
12581.0,161,197.70999999999998,9,0-500,1,1,2011-10-31 08:56:00,2011-10-31 08:56:00
12582.0,985,1980.4,3,"1,001-5,000",4,4,2010-05-11 09:55:00,2011-04-15 08:45:00
12583.0,8544,13527.460000000012,1,"10,000-20,000",30,30,2010-02-25 11:45:00,2011-12-07 08:07:00
12584.0,354,1893.9500000000005,3,"1,001-5,000",18,18,2011-03-04 15:15:00,2011-12-06 09:35:00
12585.0,1258,1982.809999999999,3,"1,001-5,000",4,4,2010-12-23 12:58:00,2011-04-19 13:39:00
12586.0,526,1606.3200000000002,4,"1,001-5,000",4,4,2010-10-21 09:48:00,2011-11-22 16:24:00
12587.0,51,144.0,10,0-500,1,1,2011-12-02 12:47:00,2011-12-02 12:47:00
12588.0,434,938.98,5,501-1000,5,5,2010-04-21 12:22:00,2011-10-31 15:01:00
12589.0,1369,3094.170000000001,2,"1,001-5,000",11,11,2010-01-19 12:26:00,2011-11-11 10:19:00
12590.0,4277,9853.480000000001,1,"5,000-10,000",5,5,2010-04-12 07:20:00,2011-06-02 14:25:00
12591.0,677,1352.1500000000005,4,"1,001-5,000",3,3,2010-10-27 10:42:00,2011-01-26 14:35:00
12592.0,1872,1152.6200000000003,5,"1,001-5,000",8,8,2010-07-08 14:06:00,2011-09-08 15:04:00
12593.0,206,418.09999999999997,7,0-500,3,3,2011-05-05 09:29:00,2011-08-23 12:43:00
12594.0,2743,5044.510000000005,2,"5,000-10,000",17,17,2010-03-03 13:51:00,2011-11-02 12:20:00
12595.0,271,299.02000000000004,8,0-500,1,1,2010-07-23 09:10:00,2010-07-23 09:10:00
12596.0,474,618.27,6,501-1000,2,2,2011-04-11 13:22:00,2011-10-19 13:02:00
12597.0,2187,3683.1300000000015,2,"1,001-5,000",5,5,2011-03-16 14:00:00,2011-11-20 13:33:00
12598.0,2840,4414.669999999999,2,"1,001-5,000",15,15,2010-03-01 09:58:00,2011-11-30 12:18:00
12599.0,2189,2296.7199999999993,3,"1,001-5,000",13,13,2010-05-11 10:42:00,2011-11-10 13:34:00
12600.0,1303,4521.9000000000015,2,"1,001-5,000",24,24,2010-01-12 10:36:00,2011-11-11 10:29:00
12601.0,289,673.76,6,501-1000,7,7,2010-10-31 10:57:00,2011-06-03 10:17:00
12602.0,162,153.12000000000003,9,0-500,1,1,2011-10-12 11:22:00,2011-10-12 11:22:00
12603.0,64,739.1999999999999,6,501-1000,1,1,2011-11-18 10:42:00,2011-11-18 10:42:00
12604.0,201,254.17999999999995,9,0-500,2,2,2011-03-23 12:06:00,2011-09-21 14:08:00
